Source,Target
11182,8565
7133,4353
27510,6381
5522,3869
11775,1703
9690,6130
2910,6159
28466,6680
4346,9617
9125,11762
21226,4167
2641,28117
6909,27594
4680,4256
24358,8288
12104,16920
8465,4230
4807,2257
24266,3136
6782,27942
6613,9891
29451,9799
1080,30315
7901,4611
2314,4092
2811,19831
5980,2824
7337,507
3298,7699
11874,21395
1822,28453
1068,2598
17048,12703
24252,4463
24034,18882
3911,29946
15850,10118
9719,9174
12386,4863
3032,28063
9957,16957
6315,9967
21157,17362
6161,10716
1463,21698
15728,6316
14064,2333
8889,2671
28646,3584
6702,9791
7592,27584
8869,13037
19264,10554
4688,25214
2496,4619
3144,6284
9621,15324
200,17323
7717,20649
21257,4457
31100,11866
19791,1738
23637,470
5180,5368
8850,22329
23683,19273
1117,2998
21270,30802
17362,346
28518,28621
28334,2158
14080,38
21116,7087
7241,10537
1202,8369
1322,1034
9572,9907
9949,11987
24325,28186
7414,4764
4489,14353
24100,17013
11401,15899
13028,9197
13466,6733
18477,6152
12295,28687
6076,28402
5693,2941
9769,23678
3696,10479
18671,2446
21144,7115
10700,20857
2428,431
10288,20844
17448,7754
27740,20712
15453,13681
7604,8504
8317,3435
393,7629
7277,12939
2405,3059
28499,17042
1493,21171
4493,3474
27631,10043
11235,2576
2206,9486
650,8271
14814,677
11170,12157
16868,4636
16802,3400
9618,3037
251,3879
4363,9417
75,8005
5463,13122
7043,2641
14331,2194
3693,27881
7542,8026
25622,9400
11968,473
9794,14144
309,1148
5016,3132
28453,6353
940,9275
10209,25377
13855,14004
5166,7327
4820,8271
11807,9052
13095,23717
6849,21224
3666,8230
7204,20225
28184,12618
17294,16352
4787,23745
7144,8236
9121,27694
6240,3507
5329,4775
20044,1733
12186,4316
3825,8289
5945,18653
3277,19920
15316,5358
6104,15329
19666,7559
3672,8492
24161,5618
21438,12449
974,7411
15655,442
3240,17294
317,20783
1957,3250
23884,14055
6900,16978
3268,5876
11749,19473
12943,13423
17982,6421
6704,1005
4368,17984
15376,6561
2984,1759
14885,24498
29541,3102
11472,11831
23745,6548
6870,14063
30170,10201
2225,27709
4444,4386
5278,20247
25886,5752
16890,17920
4138,5690
13733,14113
9348,8178
28349,12931
2933,15633
945,16949
25330,14813
6171,21103
15028,11369
9547,14761
11762,14149
814,1502
20903,461
5792,15435
14055,12389
21358,4154
30389,22428
15717,7155
251,9429
19281,1162
2311,2111
20145,2057
4937,15691
27748,7171
1266,3551
8460,14131
8064,15414
12895,12162
14759,7247
4815,19854
15898,1429
5368,7324
12034,18754
1279,14518
3401,600
30006,2397
11340,6685
29528,3704
17965,8021
12153,23678
13100,16024
439,6710
2689,1895
27818,10937
4515,20184
3090,16359
6161,3770
732,18160
6139,12532
6386,27572
898,2626
8380,744
16834,11606
14370,27711
23791,23808
2639,6844
2941,22262
10603,1811
4532,13867
3154,15285
6415,9199
732,13549
15423,17294
10398,14256
6276,15202
8996,9487
11301,5226
12993,12118
17397,14950
24307,11147
1984,17417
27594,17032
10168,24218
14594,27655
677,6917
12340,3516
6369,2134
21059,6381
3187,5361
5278,8701
24529,475
16024,20811
9023,3936
3844,15038
4384,28198
13298,22650
5531,31104
9490,7066
8232,18223
811,19922
11947,5552
13770,4427
1328,28476
9657,19231
21026,3025
15674,14330
3365,4581
23996,7227
30799,9482
20859,2624
3997,31090
1344,2190
7857,8682
2941,542
12438,7813
10118,9661
5501,9102
2837,7658
18198,13708
3364,817
22478,25269
28661,15908
16336,11280
2168,14608
15391,7886
10513,2405
17163,2958
9228,10077
19803,2184
7217,5365
15421,5411
12902,28300
4506,4790
6819,21693
4071,8566
6631,27505
9231,8413
23685,2521
6900,5700
9891,3388
5674,4139
5810,8719
1121,27431
23909,8667
15310,15168
8029,6072
6895,10932
20120,7303
1254,7009
9244,26057
14714,4943
1831,1486
9765,6499
10931,4704
10673,2530
27923,18754
15359,5409
16023,262
17234,10082
3975,4065
10649,9442
577,13877
5273,4085
1008,13912
7468,18718
5401,9404
17508,10714
104,2219
13735,6716
7967,3886
14147,5588
3628,15376
24001,14012
2077,6240
11118,6415
21706,1055
12566,16434
2811,11914
21678,6402
8772,841
17448,11415
14936,6926
8730,24503
6685,22482
86,3137
20898,14517
13580,11977
22456,3970
9345,4974
30389,10594
1770,2945
18045,24141
8948,16114
102,19769
4160,8634
24210,21427
5368,9891
7505,8077
7143,1999
12024,17648
13284,23818
9200,16986
3765,5095
22568,16835
14150,15743
4725,13343
10619,4547
3968,15375
30802,4275
13787,10920
18677,15969
24218,24083
1244,30213
4091,11134
3361,1169
23884,7152
24013,928
18802,15690
7070,15303
20914,11052
4806,11667
2621,2520
2760,10486
21410,20899
1775,6149
2692,17255
7241,7007
10800,4283
9719,7090
15458,19462
5404,4356
6353,17630
18066,7139
28680,14506
4612,4104
14000,2965
18001,27809
9121,3246
2275,17636
10077,3828
24434,14487
5895,10834
28296,11280
21219,6586
20895,24279
2352,16345
1049,1766
972,11321
6856,24222
5159,7786
28119,15028
17748,4135
7029,27577
1565,12700
2046,13882
12134,1138
16774,18066
10370,977
15233,10294
3833,628
1200,7317
5056,17667
101,3625
6375,11490
16849,2171
10204,6408
607,12148
2525,15586
9274,3934
20911,7038
13010,1583
12338,8776
11812,16834
2568,8984
28032,6337
2058,6293
4058,6188
8639,4819
15336,16909
22428,241
438,6027
16505,7793
3334,24297
15657,814
9182,23677
18783,20874
7110,3096
13802,10436
4388,21695
8914,6196
14278,1283
1848,6938
27804,27809
17897,14124
22594,12473
28385,17616
7550,6315
10470,3895
12483,7831
28189,672
6596,21010
3927,7624
27818,4808
215,10433
242,9709
22319,22725
8811,15433
6392,11383
4700,23864
5945,24881
11931,12935
8503,1121
3080,7193
18834,1137
7046,7073
10049,2290
10905,4501
1232,2753
7900,18369
11223,6639
11967,30109
15414,18046
11819,8713
5139,6152
14030,1363
3730,7997
17991,103
8926,24388
7038,10411
21070,12695
13209,15306
4630,9406
9282,24371
30315,10939
11977,1155
6717,16908
2514,23211
13660,7283
429,2688
8950,914
23662,3326
18833,17785
11279,30109
2154,12980
8740,13133
19382,1756
15631,7838
21257,2696
4691,5791
5530,4057
8215,4493
10740,4654
18950,14763
12636,8424
7993,7051
1016,2665
28543,4940
8856,11150
4003,6213
7239,16861
8027,20049
10336,16856
690,8345
10398,3684
30506,16285
12306,14653
8216,9258
13247,28348
1022,23660
14255,11137
2665,3415
13002,15445
7997,14248
9908,1306
14607,22564
16118,20973
8740,9280
6000,5896
7211,28073
11049,17742
6595,5737
4148,12869
4492,3457
13653,916
6302,5
5414,6372
7822,6387
14055,18976
24366,12310
20126,25165
16136,23933
12983,14434
4988,28012
3214,2494
3918,9365
2011,2739
3145,5580
27608,7559
18563,13008
28328,4263
5016,11403
11683,10702
14447,3099
9673,5677
3506,23714
1187,2430
6206,4097
2480,11889
7789,10930
10234,17749
1901,4361
3783,12276
10504,14165
16780,13819
3794,22820
13656,11996
4002,7489
18654,16953
6481,6711
3682,8058
9170,13893
17203,3481
19255,12947
6314,5224
368,2117
1251,14939
2192,15203
12650,3051
21010,11395
5016,9498
5241,2913
9992,7407
6897,7321
7382,2831
28419,55
29503,11100
1456,11266
4708,23678
603,28520
12983,4759
2225,21762
11434,18770
5823,5422
4075,4539
19696,14231
3273,28585
11759,7513
9771,9517
6891,27809
8738,744
4763,15942
11281,709
18002,2668
5910,17485
21383,8194
1542,20895
971,506
21100,13691
192,24323
802,23737
11289,6426
21451,2931
2722,3931
5014,8957
10920,23887
10490,27892
2432,21351
2039,3643
18933,23989
13129,16964
10481,15553
17964,27244
6893,11976
15401,27933
2672,9697
2084,8649
7592,16973
10331,141
2814,9743
13482,21255
15987,6757
15688,7143
3348,23931
18952,6932
3461,28505
5499,28631
332,29514
3488,6270
1019,576
11591,7344
11591,28085
22234,13607
5186,18667
21696,18820
8220,17013
16717,3652
2161,14660
6042,9178
12018,11369
9863,27547
3226,8082
13217,20791
8461,11469
15332,1383
15354,21354
3925,1639
30203,7056
24503,15409
27592,7021
4155,9229
7033,21307
1018,8887
3773,28460
971,19245
8408,7069
5431,12004
6485,28120
4392,2538
11120,4035
18061,5030
11897,6431
10886,2728
2565,15555
16796,3618
9131,6372
12769,4381
17841,2275
12485,19614
1379,625
27846,4629
6762,22459
6333,5478
7182,28493
1843,11489
19420,9373
4520,477
7827,163
11934,10389
8692,7467
9334,4496
439,6615
7704,3938
3361,5096
8982,5231
2482,558
12976,15424
20817,9978
10580,8891
1117,17555
5244,4045
8967,19469
3090,7770
2351,15306
18985,17142
11182,7963
12015,17513
8747,1134
10247,2528
20986,5612
15744,7313
1189,6702
26009,24407
5293,3766
9967,6392
21400,7343
6649,4651
5085,4110
162,8337
1559,15245
27766,2505
5424,20653
11252,16491
14173,10307
5026,368
14290,30947
23749,5665
13031,6921
8969,4213
2058,13032
16774,24073
6369,21022
28402,3869
200,783
27748,24162
17743,679
6972,9907
6309,7238
15449,10972
5691,24
12812,8799
4786,17548
10410,8920
13334,10663
17214,27981
10041,16384
13478,9959
17737,19382
4479,15658
27957,8210
3334,28220
21086,28136
3026,5193
11437,5906
9321,24434
28393,5436
21373,5027
28195,950
8984,6857
10405,6052
24002,13187
4895,3022
2566,1264
27634,16381
21400,10802
10331,390
7125,5039
5680,8818
9690,4046
24252,3049
4773,16819
16420,8790
6419,22464
5508,12334
10290,10850
5877,28248
9137,2323
8146,28089
4997,689
5858,6857
3980,684
18477,5698
10049,21064
10207,7560
8682,5995
5300,12145
21323,2180
14265,6702
7657,20192
18927,13115
5631,12933
5757,1954
13123,4316
13029,7461
4939,7511
11987,3131
4596,3738
24376,28230
2995,13746
11813,11568
9611,7308
3839,29545
11187,28521
9669,18674
11391,18877
6357,20869
9456,1174
24422,4115
13217,27990
627,1769
4236,4089
2384,15631
8300,27579
20050,6135
4845,16861
9944,18754
16466,451
1798,12037
3163,8308
10972,12994
7699,7778
3992,13312
6138,15937
9900,15253
1813,7563
16362,5026
1253,4156
3964,28095
9137,6613
11876,30333
4183,7033
28256,5070
12657,11291
18610,6360
5241,16782
9032,2240
5016,6159
4914,23677
11468,7402
7100,1242
5486,9556
1980,3445
27959,6896
10559,17045
14672,27634
5928,18166
9186,9448
953,15953
8137,3453
23601,4764
6153,6174
1591,2609
25878,4808
19799,21232
6157,6365
12540,15852
5852,3510
16974,5951
5789,1627
14908,16160
22515,30284
4141,7551
16976,5877
24304,14169
21699,4755
2104,28643
6994,4743
17000,25258
2923,8957
194,18884
5928,11900
6750,10990
1377,20969
13732,20850
19604,810
4396,27641
9014,3182
8488,29501
14094,13603
9799,14054
6108,21200
12770,2984
15396,10403
8649,19687
11374,14484
28271,4558
3313,3972
22543,22478
20988,25270
13338,17500
6042,1433
8230,7175
19769,24872
11234,2428
3471,11239
768,20957
6801,20064
2656,3171
21087,10994
18805,13002
5286,14118
8959,2112
18585,2060
4781,852
898,28134
12448,318
28101,24006
5873,9887
4653,6026
19258,9369
10814,10520
11878,1876
8311,4141
7780,11633
7171,9086
5801,10576
3922,6938
7791,20875
3225,28528
13788,5061
27523,8814
4975,6100
13015,4271
11753,3096
4552,3711
6444,15390
28720,6262
7093,24261
8164,6856
8948,1353
24034,14027
5769,6031
15685,28583
4050,13936
5415,8675
5580,1182
13205,8324
9570,8993
8289,2016
27705,18107
12949,13871
13215,6469
3511,7209
27764,4789
4314,20857
27654,4971
4641,22456
7043,3102
8921,3027
8395,6070
22018,9001
29437,6583
11345,24434
17416,628
11161,7330
7889,23673
29549,9324
14093,6283
8336,4773
1831,18839
19666,2486
3232,9910
15355,7314
2837,7870
9130,9181
23923,2273
4149,5904
2049,24348
12680,3645
8363,22659
20137,2236
14311,8461
5259,18961
10016,7344
16970,22539
6899,4131
16785,7641
24873,14843
16868,5603
28088,860
1961,2314
1662,16946
6224,12812
13182,9138
15686,604
13325,19089
9952,8865
2785,482
15286,705
15685,9988
3515,16353
20700,28062
11813,12765
1750,4787
12178,7670
3922,6130
2422,13326
8718,5877
6396,5806
5152,8684
7414,18718
8753,2556
4850,2520
8188,4038
14820,6729
13231,24407
6429,7851
11220,2463
21706,7093
4659,19964
11858,8676
28621,5946
28512,27631
12017,20829
23372,20966
9784,1588
3218,5342
30419,10167
14017,11517
6738,8054
11751,6235
9331,21137
10492,11641
18112,24184
23648,12017
1639,21122
24134,4047
7443,6080
14026,3673
7833,7652
14601,14659
12343,12063
10236,7964
6106,6830
8296,11331
3273,6825
83,666
8029,24451
3636,1717
19968,2729
24045,15231
1091,14352
12604,5512
9613,19497
21171,6333
5412,5151
6445,15993
14173,9775
18559,4015
12200,5175
9931,1960
1873,6010
27892,12729
10158,12713
10090,14534
6721,31009
11969,13728
1755,3880
28156,6497
8756,9428
20043,19009
5655,5172
4726,5154
8552,11136
8308,24134
18897,17627
20953,7246
6271,10654
6885,11461
3429,24001
15011,4464
15299,19957
13298,810
3121,4336
5594,2924
23618,6444
1107,7094
3270,17366
6475,6048
28515,1831
5028,11214
5245,2958
28631,10187
3815,28104
24129,17229
764,2842
7920,7356
24266,19457
19405,15407
4191,11251
17991,17791
3385,2016
9317,3830
5232,13186
726,5361
5426,10611
7548,19433
3005,11105
17434,10005
27883,5039
8749,6129
13725,11304
6971,732
4024,5332
16113,22262
7924,30760
4924,15204
7444,10482
7019,6917
5691,29451
7732,11161
7210,1328
4016,11384
22381,16422
25467,12037
27878,7308
8223,21432
2299,1609
17578,26948
6180,5894
6479,11998
4595,12167
6099,7429
23705,11384
4516,6130
1044,4511
19216,955
10470,6613
2459,25638
13609,18816
10058,9085
1952,1093
11118,9558
28165,814
9643,6008
24272,24941
20038,1837
25098,22146
11874,27608
10412,1354
14570,5083
1154,9122
4931,31009
25245,2468
12654,3527
14566,9411
11822,10017
3953,10509
898,4592
1093,25878
15633,7766
20058,11641
12506,15919
11187,14417
13394,8891
3171,2288
7766,24146
3605,15953
23760,16879
13860,1598
24162,3005
6052,17531
12532,10891
20062,11876
7840,5615
6517,20653
13104,15551
8379,18662
5172,8230
18160,13107
6750,1848
15872,1163
16948,13210
7461,9541
3105,10376
7241,21121
700,21022
3931,8850
11052,3353
20190,27874
18038,11040
5311,4914
14806,7483
5273,21131
4942,8666
28296,21041
21395,21159
12546,18218
7607,5713
24913,9027
1322,6902
14662,7435
8819,21175
7575,9027
9123,12902
1991,15393
3170,16228
10880,1240
10317,15742
24353,8885
3921,21007
7869,14170
23977,16845
24364,6998
7963,9226
21137,22161
13664,27763
18645,14153
10200,10242
6283,953
15978,21159
24515,15334
11801,15458
12648,9262
21524,7173
28399,2589
6889,20649
28547,22065
7018,28483
15792,18855
7896,4685
5811,8292
21091,2587
684,5901
58,19918
14109,7780
3766,1237
5360,8292
13023,27908
3618,15970
28605,5579
895,10435
2032,16816
4010,16835
17707,18642
12011,12928
7286,23703
8502,24108
4246,8888
12325,1978
9446,6235
12834,8648
12615,6547
4763,8017
6549,17581
12529,18887
13914,3628
12496,18036
14724,9807
21698,27610
20901,18205
23146,11007
24265,5739
28085,20978
19720,4584
24185,22511
3860,10663
24176,21435
4658,20227
12186,10606
9873,61
737,4630
17784,25420
2894,583
4864,8430
16749,3406
11867,24856
28326,4046
12113,8730
21088,15446
14534,12322
13862,5833
5017,5002
18198,28288
7057,3831
14101,5603
15684,22428
20995,5848
15909,4594
20978,24097
1043,7229
8174,9231
7515,3499
24288,21168
9693,7269
3996,15201
7463,4773
14026,4764
17585,19748
5044,28628
10485,15219
7238,5017
7340,11437
20248,3938
14054,596
1183,2394
10447,18650
12630,2942
15281,285
5725,6623
6771,25209
7641,4151
21224,30608
28643,8431
3919,2186
6348,19711
14808,7813
10801,3500
1389,16421
23678,17025
5176,4044
14370,19878
24475,16845
27912,1223
24066,576
10285,3472
1513,13549
4679,30746
6271,21041
9095,16352
20833,31061
12651,28378
16840,4880
8706,1696
9414,30714
30004,7119
15201,14877
6267,3296
9323,11314
657,7796
20898,15893
6821,28000
14720,14322
10052,13013
8792,3082
2155,7227
27980,10488
8888,28196
13873,2404
29711,14874
12026,23731
7979,12352
6060,1623
3022,28605
21700,3936
15540,2556
11519,4802
571,4933
18223,6869
15219,24358
13601,24327
1615,12648
5833,18898
6983,18586
24449,28382
15978,15225
6648,2576
10696,5572
5099,959
5169,5964
9860,20961
5575,5153
1091,4142
13362,12946
24358,3264
8232,22565
2207,12656
6464,28073
4419,10017
18028,6464
7211,4999
29227,2604
5048,28479
16763,17338
4182,28243
24087,11749
11117,11991
10630,15590
13268,14149
19436,8742
7319,1279
28298,8464
1240,10943
6282,7377
12287,1593
7937,21070
5993,6350
3363,13377
11980,9318
25748,1534
12284,3759
10586,27881
28004,10410
13386,6931
24074,22032
7521,7311
27464,5222
13386,5585
20649,10149
10923,3270
5291,8017
15907,10846
24016,28065
8195,28007
17930,27883
3117,5089
27876,1587
14908,5334
4210,4028
6908,14775
8206,14748
29514,16118
24396,14354
21325,27988
4547,14090
20911,9315
4617,258
386,11138
11977,28116
16874,3117
13605,451
3242,24490
18203,30469
1169,16435
5043,28672
6480,28057
3630,28203
7133,14438
3301,879
1565,5947
7894,5054
6264,22576
14955,5788
7304,8943
13294,18579
1220,10409
2463,14938
7604,16895
11258,7540
30348,24434
29485,12536
8315,3757
7286,5171
14320,6206
22262,14533
7765,6485
10953,17018
9672,8681
6524,11321
21231,14046
11696,15361
7355,10093
7692,3298
2836,27711
7526,3373
9925,14016
2990,24089
9639,9775
2687,1190
9093,14354
25368,17930
15943,7796
9956,8958
10503,6385
10239,28000
21687,28216
7133,8540
3349,13103
14037,19285
17909,13023
1656,10248
7415,1575
928,14053
13611,15014
9080,4047
9807,10135
4354,7031
13607,8317
6205,7247
14242,11137
24411,5188
23746,14149
14615,17040
9859,4189
21624,10756
4156,3075
6854,4581
8950,8707
10089,1277
1190,9770
2080,14484
21236,7813
28119,2515
17997,24904
2798,18894
3794,9298
4002,14954
12618,8682
5922,13663
2860,19209
10088,3445
1155,3298
15684,14532
10488,16817
6827,12698
3693,2452
8821,7416
9268,9966
4626,8329
6000,13806
1016,5913
3426,9676
13292,16065
22453,9490
10289,4959
8696,1267
16153,11760
4171,6492
3588,11113
6798,2806
27748,12532
14388,9312
10493,8699
17508,28102
27431,19949
1704,11756
3453,10932
27976,4390
5935,28318
20924,12382
12650,24051
5116,1411
21982,9280
2092,21753
2617,13356
4381,13610
6967,251
2993,3891
5951,9310
7773,4516
18887,3273
18923,14141
1702,9547
12103,17667
6434,9764
7363,2636
6592,3940
24161,29227
10436,4988
1972,6918
18755,11229
20660,8796
24268,4771
3219,2254
10791,15054
2704,7648
10238,8337
11606,6064
28419,2618
6351,3599
23933,5483
1575,14775
15988,15011
11268,1594
6873,605
4028,20227
1016,13864
15218,2324
14899,11232
2984,28288
4073,6507
7342,11152
24475,27760
27429,28565
13557,27906
27654,10283
6849,1448
906,9235
14140,27771
5234,5850
18038,8789
4304,6871
1610,11120
5231,1385
11346,2724
2497,24828
7476,705
2980,21086
6881,2084
5453,24314
5811,3839
8996,21234
9397,2811
9226,2275
19637,7656
21029,1691
5028,5799
9798,15731
7159,28606
5250,6677
932,8864
28026,6830
6737,8845
9507,19750
1847,7245
28151,16992
5481,6962
28441,5803
8646,28445
3225,506
2962,1886
5111,24201
7336,12996
2194,12615
17578,18107
6122,3482
8219,7049
16490,5522
28186,17117
18189,8257
15027,17057
10246,29478
997,12687
19687,12397
6613,16157
4894,12972
20789,7247
1506,797
5616,19599
5427,5483
4438,12933
7202,11270
4169,4826
6659,3520
25499,4121
8521,6161
9707,5905
9845,28156
25853,9821
18201,6457
1675,23848
1082,8681
22497,8549
24928,13222
21261,6271
3627,2962
12172,19604
7258,3420
19246,9407
5470,7350
6558,11277
17002,15449
6300,8282
9087,13209
15355,5867
3031,19457
14353,8979
7843,23878
3056,14054
11760,1886
21008,2971
1138,10340
7182,5426
5346,18700
20970,11099
18711,11834
10404,2116
22321,16885
9097,13180
27849,11154
17186,6283
14820,3629
6876,6044
19742,14117
2627,1654
1170,12178
4662,23910
1388,1164
14571,9724
30016,15530
8672,628
28559,11472
10864,13116
13500,11983
6201,15978
6708,9911
19023,890
4688,2689
5902,7513
10007,845
4230,14568
21217,1471
2430,5473
489,212
4927,12114
6773,3724
10046,21712
25539,21050
7445,4604
18593,11934
3971,2135
7687,9977
18739,3409
8715,6537
20957,240
5443,7856
21295,12128
2935,14301
6129,6987
5263,7303
3079,12163
31009,13280
15233,11689
9204,27912
30504,3019
24448,6939
2556,19672
5691,5574
22363,6268
2468,15450
17417,1047
1594,12163
6986,11864
1299,3031
5041,24016
24410,6134
6819,30465
18038,5325
10194,2130
16865,14946
21037,10727
8705,10486
16153,3416
13508,9807
15380,8668
1902,24066
16872,21075
12004,19861
12934,15231
4418,7960
19836,22725
4529,11229
11134,12970
7531,2098
28680,2088
28016,4155
21325,4000
4123,28064
17907,11475
6042,7148
14054,5369
8557,5089
8670,15051
28290,9086
15801,17936
2207,23947
3313,12153
10665,9863
6586,17973
15613,9240
9541,2364
10436,24163
512,11752
4894,8920
9084,5190
28450,2206
14594,9244
1091,1915
9129,1756
3058,30155
13161,9243
28439,4169
2794,8907
1652,2702
28441,2965
7798,20192
18877,8529
21307,21053
1630,736
3958,5871
11369,14037
10195,11246
11815,5402
10447,15929
2541,20921
5738,21140
8672,11214
12264,9317
6385,2879
8329,3846
1815,31100
5739,23988
22445,18922
19469,167
13712,9647
5164,28478
4492,3967
2273,9118
1962,17326
785,28433
8879,1400
16433,25377
15586,12568
10650,7770
11995,11971
12395,7763
14613,4120
769,28528
23685,1502
21250,8455
23804,8669
11122,15851
28072,31100
14278,9399
2252,9549
7303,629
3105,29498
11271,30569
28085,12523
17697,18914
7407,24434
29472,12979
6134,16811
19269,21744
8329,6672
19473,13029
4392,21966
2046,29541
9099,18650
25335,12188
22082,16837
10554,24260
12022,7522
4142,1987
8740,10041
24314,30936
1225,17970
28201,15023
13550,3590
3924,25249
8767,9613
7494,3541
16420,17919
24367,6450
13475,17965
19235,19229
9182,7480
7466,15540
3765,24934
18559,28310
22655,3427
29504,2655
5563,2598
11416,4025
11058,23529
9807,17984
27418,952
6314,27834
17388,16837
8234,22283
15662,28001
4458,3008
16345,11137
119,17627
2017,2133
4469,14542
1619,3815
14252,12636
6259,6208
12343,11686
4787,2474
6853,12824
10845,11312
19776,7560
3774,4110
12118,1393
16852,11558
7701,9086
3394,21281
27535,27955
3509,6773
6003,7563
12116,1704
12352,12060
12763,17172
6823,672
14675,13078
20817,5953
21061,7987
24345,6779
9894,5227
11878,3074
5644,13357
2922,10541
3601,8681
8362,7810
18736,28288
5545,9102
28205,2920
16422,13770
3083,1992
26294,4815
2700,7324
18619,7960
19031,1458
11223,3708
16362,612
10187,5874
24100,17761
31063,8788
15682,1919
2647,2004
28660,20896
16761,9537
18615,3007
12344,8606
2729,790
6980,3997
5627,16218
679,23964
2186,20053
10835,19960
15016,23925
10654,2460
28097,6855
13800,10656
24029,11011
25638,16115
30337,8311
3061,13340
5252,12698
21165,988
7326,18166
10545,8083
5552,15530
1571,11092
9142,3056
21120,4451
18050,1117
4742,10515
14748,1159
10236,23662
24058,17785
9433,16225
28593,5848
22146,23816
12181,22453
6222,9882
9815,8848
6471,1654
17208,9968
15416,28540
21216,28300
21410,23991
6806,7426
11305,21085
14928,1453
2652,996
28471,12758
21419,1625
8426,14123
19921,5289
8513,5150
16769,4135
6130,20058
8780,15349
12181,6752
16159,14383
4197,5060
1524,8002
20064,8463
22482,5755
27880,1933
17239,7701
9118,6306
18118,17930
11161,28679
6631,1372
16812,12952
12336,2842
13928,3953
8980,18001
7807,14064
7067,14724
21749,18941
12167,20867
14856,22456
2945,17895
5789,7627
24006,8194
24441,6530
28001,14407
10447,16699
25215,19398
13802,169
18864,24448
21001,12941
422,7662
7016,18123
16485,9143
5813,6822
2388,24434
13013,4592
28328,2104
8742,21424
1285,4993
27901,5729
18985,22031
4881,15742
11142,4044
13028,1397
932,7239
9001,5646
28150,912
1326,922
12149,21151
15581,6796
24345,1681
11232,24911
7488,7759
27951,17703
6807,8368
17965,2693
12293,7159
21400,15335
17231,17003
24937,7182
6471,29523
4241,25889
3709,3445
3766,2889
22725,15770
20988,10435
1820,13603
15008,17040
4946,18993
5293,6538
20967,3780
14052,25614
2753,11112
14532,18204
10932,4969
6979,9029
11408,9369
9540,2555
11962,19711
5982,22049
9957,16219
2879,27951
13537,11273
561,5847
6196,2330
20826,2543
2606,20859
4232,8706
9224,19674
8559,14027
4028,14113
3451,25654
9243,11770
12774,2579
8423,759
13809,27525
3297,21395
9971,9367
2231,10404
16857,8913
5667,4797
10552,8208
8214,9249
17912,2130
183,2341
9975,3796
17521,2203
10594,13559
9176,13788
28547,20973
3471,4914
4169,575
15743,3037
18124,28693
7802,13875
27676,8694
7142,10116
2250,7794
15888,11806
10586,17648
6180,2957
6182,27841
11246,28159
12280,6585
28495,10415
6282,6904
4065,16161
1743,3757
18852,2146
3907,24122
12935,6480
21438,14363
10083,12342
6821,24158
2445,15684
15251,14124
10478,19242
10044,7435
11914,10675
5634,29829
4390,23925
17619,18123
7218,15051
20049,18596
380,18633
16950,5353
11315,11278
12976,17709
23942,8077
6613,18671
24417,3484
783,3394
30239,5437
6632,11298
24017,8755
8362,24020
7409,4500
2132,6378
9272,3093
7031,4803
2428,827
8186,4160
17500,9923
10376,17035
16851,6027
8730,12102
2842,3206
14305,10626
7750,9096
11323,7007
4072,2087
23706,1438
6863,11585
11826,1684
5508,6107
7445,11737
24140,10123
11602,12690
15377,15269
11173,18559
21053,12196
6479,13374
13880,4438
3404,7185
2288,14509
19666,3737
6163,11897
28607,6919
7348,7603
2460,5391
1960,8178
24281,10596
16954,9899
14037,6615
1377,3036
11467,14040
21153,8393
17485,1027
6755,7213
12344,10152
10416,13725
2199,507
18887,12400
4744,9941
10665,18050
4567,9312
5865,22095
453,14465
8257,3000
21962,7785
7629,28366
296,2679
3214,4344
6233,7067
5618,668
21283,9487
14513,17961
14140,11890
9312,1682
4212,24932
4268,24304
10636,1548
7768,7351
6298,21093
14660,14111
24214,4391
5655,11513
7723,7390
23956,3096
9137,5902
10984,3821
9448,7046
1494,10242
6729,5050
6960,4924
22327,2985
8552,11807
11737,6601
12985,17575
9822,10370
24476,23744
11268,1299
3127,9678
7686,9967
1277,2666
2583,19916
2655,14538
9078,5327
6427,9822
17015,403
7240,11102
8257,3895
24034,7505
11511,21987
4185,17992
19302,13124
3956,19748
27862,4560
11467,17203
940,13804
684,4900
20881,6013
20881,12458
9781,5632
8716,18045
30474,23988
6675,18648
3925,24058
574,9373
17023,17747
4831,24141
19659,3897
9728,5151
3584,146
14090,10626
27998,29501
3965,7383
2972,16882
14281,27818
8247,8732
23948,9293
14169,28471
24911,8220
11629,14077
18858,6350
29548,5971
11235,6206
7731,17117
5671,11681
13034,20995
12956,2779
28508,9142
1583,9783
16814,18985
3136,15937
2999,20783
6878,3488
8594,7390
16025,2729
18660,4139
27748,6212
4022,16353
21333,24071
3795,10121
8428,4508
5154,14082
7870,5049
4294,4154
7515,5056
11487,2460
5226,7853
16769,18050
7811,24145
11744,16505
8945,7347
24073,23785
8096,21259
27817,2096
16355,21056
10580,6252
9741,2157
7763,3136
7338,3168
15302,5503
17372,7282
2496,16991
15615,13804
7003,10482
1775,3777
7411,576
13217,6407
18722,8274
21064,6648
10991,14158
27606,20923
21064,1915
12988,2936
17538,8448
1028,3079
11052,9487
9821,11036
15169,5421
28875,8512
1894,6475
21627,28393
30465,3724
6352,15267
12105,5357
15384,4266
6929,20122
9769,267
1465,14087
6120,3579
3444,22026
24502,25450
7768,25305
23675,13616
11949,14106
3450,10844
11235,19264
12902,25294
4975,7592
12376,3852
9376,13476
6279,13786
1061,8523
8829,21627
8747,663
10673,15739
16783,5391
15334,20995
29498,8634
